id,project_code,name,project_type,clients,cpi,other_cost,operation_select,finance_select,upload_document,tentative_start_date,tentative_end_date,estimated_time,status,remark,created_by,assigned_to,created_at,is_active
3138,003pot223,alternative investment,CATI,potloc,42,,1,0,,2024-12-16 05:30:00,2025-01-20 05:30:00,"35 days, 0:00:00",Completed,,Saransh Sharma,Saurabh Malik,2025-01-09 08:49:16,1
3137,006oxf064,IBV 2025 SAP EFFECTIVENESS STUDY,CATI,Oxford Economics,46,,1,0,,2025-01-08 05:30:00,2025-02-19 05:30:00,"42 days, 0:00:00",In Progress,,Gaurav Prashant Saxena,Jagdeep Yadav,2025-01-08 17:30:46,1
3136,029emi037,UINV20240165_CHI & MIL Brand Awareness Study_PO# I,CATI,EMI Research Soultions,48,,1,0,,2025-01-07 05:30:00,2025-01-23 05:30:00,"16 days, 0:00:00",On Hold,,Saransh Sharma,Jagdeep Yadav,2025-01-08 06:12:43,1
3135,001glg751,Investment executives survey - Oct 2024 (#),CATI,GLG,45,,1,0,,2025-01-07 05:30:00,2025-01-28 05:30:00,"21 days, 0:00:00",On Hold,,Saransh Sharma,Navneet Tiwari,2025-01-08 06:11:49,1
3134,001glg750,"Testing, Inspection and Certification III",CATI,GLG,50,,1,0,,2025-01-07 05:30:00,2025-01-22 05:30:00,"15 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-08 06:11:04,1
3133,038kan044,UM_91266071 Nationwide Brand Health Tracker - 1563,CATI,Kantar,55,,1,0,,2025-01-07 05:30:00,2025-01-20 05:30:00,"13 days, 0:00:00",On Hold,,Saransh Sharma,Jagdeep Yadav,2025-01-08 04:32:48,1
3132,071wer084,Commercial Paint Decision-Makers,CATI,Werk Insights,46,,1,0,,2025-01-06 05:30:00,2025-02-14 05:30:00,"39 days, 0:00:00",In Progress,,Saransh Sharma,Ankit Narang,2025-01-07 06:06:54,1
3131,001glg749,Acadia Healthcare Referral Trends Survey,CATI,GLG,76,,1,0,,2025-01-06 05:30:00,2025-01-20 05:30:00,"14 days, 0:00:00",In Progress,,Saransh Sharma,Dipika Maheshwari,2025-01-07 06:05:57,1
3130,111big113,US3005490 Health Launchpad Medical Officer Researc,CATI,Big Village,49,,1,0,,2025-01-06 05:30:00,2025-01-23 05:30:00,"17 days, 0:00:00",In Progress,,Saransh Sharma,Saurabh Malik,2025-01-07 06:05:24,1
3129,080sym088,SYM2401409 BuilderSeries 2025 - January,CATI,Symmetrics Sampling,43,,1,0,,2025-01-06 05:30:00,2025-01-20 05:30:00,"14 days, 0:00:00",Completed,,Saransh Sharma,Ankit Narang,2025-01-07 06:04:06,1
3128,001glg748,Endonuclease Pricing - US CA EMEA (survey #608451),CATI,GLG,75,,1,0,,2025-01-06 05:30:00,2025-01-20 05:30:00,"14 days, 0:00:00",To Be Started,,Saransh Sharma,Dipika Maheshwari,2025-01-07 06:03:10,1
3127,001glg747,Neonatology Treatment Landscape - (Survey #608733),CATI,GLG,78,,1,0,,2025-01-06 05:30:00,2025-01-13 05:30:00,"7 days, 0:00:00",To Be Started,,Saransh Sharma,Dipika Maheshwari,2025-01-07 06:02:36,1
3126,001glg746,CEOs study :: Feasibility,CATI,GLG,51,,1,0,,2025-01-06 05:30:00,2025-02-20 05:30:00,"45 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-07 06:01:55,1
3125,055pym101,Chief Financial Officers Survey (CAIO Instrument),CATI,Pymnts,56,,1,0,,2025-01-06 05:30:00,2025-01-21 05:30:00,"15 days, 0:00:00",Completed,,Saransh Sharma,Reeti Sharma,2025-01-07 06:01:22,1
3124,001glg745,Business Technology Customers (January 2025),CATI,GLG,50,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-07 05:59:30,1
3123,038kan042,UM COMM -- 91266096_Optum Brand Tracking (21249201,CATI,Kantar,112,,1,0,,2025-01-03 05:30:00,2025-01-17 05:30:00,"14 days, 0:00:00",To Be Started,,Saransh Sharma,Dipika Maheshwari,2025-01-07 05:58:50,1
3122,001glg744,GLG Survey - IBM Platinum Partners Wave IV,CATI,GLG,50,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-07 05:57:46,1
3121,108ine110,Kadro/Unimrkt | Global B2B Pricing Research [Kadro,CATI,Inex,56,,1,0,,2025-01-03 05:30:00,2025-01-14 05:30:00,"11 days, 0:00:00",To Be Started,,Saransh Sharma,Reeti Sharma,2025-01-07 05:57:06,1
3120,081col089,Pharma Field Representatives,CATI,Coleman Parkes,0,,1,0,,2025-01-02 05:30:00,2025-02-05 05:30:00,"34 days, 0:00:00",To Be Started,,Gaurav Prashant Saxena,Dipika Maheshwari,2025-01-06 18:07:03,1
3116,090har113,Business Study:: US Mortgage Origination- 1089230,Online,Harmon Research,7,,1,0,,2025-01-03 05:30:00,2025-02-07 05:30:00,"35 days, 0:00:00",In Progress,,Saransh Sharma,Pankaj Nandolia,2025-01-04 01:22:20,1
3115,003pot222,parents or students in India,CATI,potloc,28,,1,0,,2025-01-03 05:30:00,2025-01-21 05:30:00,"18 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2025-01-04 01:11:21,1
3114,001glg743,Database and Analytic software survey,CATI,GLG,48,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-04 01:06:59,1
3113,001glg742,Moody’s and MSCI products (January 2025),CATI,GLG,50,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-04 00:54:39,1
3112,001glg741,Pest Control Trends Wave 5,CATI,GLG,50,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-04 00:52:36,1
3111,001glg740,MMSI Market Assessment (January 2025),CATI,GLG,49,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-04 00:45:58,1
3110,001glg739,QuickBooks customers (Intuit IES Survey),CATI,GLG,49,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-04 00:44:40,1
3109,001glg738,Locomotives and Railcars January 2025 Wave,CATI,GLG,50,,1,0,,2025-01-03 05:30:00,2025-01-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-01-04 00:40:30,1
3108,004rot028,Tech Related Survey Wave 2 (NEW B2B project opport,CATI,Roth MKM,45,,1,0,,2025-01-02 05:30:00,2025-01-17 05:30:00,"15 days, 0:00:00",Completed,,Saransh Sharma,Reeti Sharma,2025-01-04 00:36:37,1
3106,006oxf063,IBM P&C Insurance Claims Benchmarking Survey (Resc,CATI,Oxford Economics,95,,1,0,,2025-01-01 05:30:00,2025-02-07 05:30:00,"37 days, 0:00:00",In Progress,,Gaurav Prashant Saxena,Saurabh Malik,2025-01-03 15:06:42,1
3105,006oxf062,Industrial decarbonization survey,CATI,Oxford Economics,46,,1,0,,2025-01-01 05:30:00,2025-01-31 05:30:00,"30 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Saurabh Malik,2025-01-03 15:04:56,1
3104,104tho125,Broadridge Tokenization Survey,CATI,Thoughtlab group,36,,1,0,,2025-01-01 05:30:00,2025-01-31 05:30:00,"30 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Saurabh Malik,2025-01-03 15:03:35,1
3103,006oxf061,TikTok US Study (TikTok Study November 2024),CATI,Oxford Economics,37,,1,0,,2025-01-01 05:30:00,2025-01-31 05:30:00,"30 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Jagdeep Yadav,2025-01-03 15:02:07,1
3101,001glg736,ESG investors January 2025,CATI,GLG,56,,1,0,,2025-01-02 05:30:00,2025-02-07 05:30:00,"36 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:10:09,1
3100,001glg735,Gynecological Device Survey (Survey #608226),CATI,GLG,75,,1,0,,2025-01-02 05:30:00,2025-01-15 05:30:00,"13 days, 0:00:00",Completed,,Saransh Sharma,Dipika Maheshwari,2025-01-03 05:09:14,1
3099,001glg734,Network Survey- Holiday parks V,CATI,GLG,52,,1,0,,2025-01-02 05:30:00,2025-01-17 05:30:00,"15 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:08:33,1
3098,001glg733,Network Survey- UK Supermarkets,CATI,GLG,52,,1,0,,2025-01-02 05:30:00,2025-01-17 05:30:00,"15 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:07:57,1
3097,001glg732,Combustion/Gas Turbine Purchasing,CATI,GLG,49,,1,0,,2025-01-02 05:30:00,2025-01-09 05:30:00,"7 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:07:24,1
3096,001glg731,Amazon 3P sellers (Survey# 608618),CATI,GLG,49,,1,0,,2025-01-02 05:30:00,2025-01-24 05:30:00,"22 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:06:02,1
3095,001glg730,Manhattan Associates - supply chain management sof,CATI,GLG,49,,1,0,,2025-01-02 05:30:00,2025-01-23 05:30:00,"21 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:05:05,1
3094,063rep090,Biz Shipping Software | REP-122423752,CATI,Rep Data,44,,1,0,,2025-01-02 05:30:00,2025-01-23 05:30:00,"21 days, 0:00:00",On Hold,,Saransh Sharma,Jagdeep Yadav,2025-01-03 05:03:55,1
3093,001glg729,IT Resellers 2025,CATI,GLG,54,,1,0,,2025-01-02 05:30:00,2025-01-16 05:30:00,"14 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:03:17,1
3092,001glg728,Network Survey- Waste Management III,CATI,GLG,50,,1,0,,2025-01-02 05:30:00,2025-01-22 05:30:00,"20 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:02:35,1
3091,063rep089,CSM Study (urgent) REP-112422951,CATI,Rep Data,42,,1,0,,2025-01-02 05:30:00,2025-01-10 05:30:00,"8 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2025-01-03 05:01:42,1
3090,013arc018,Yubico Survey,CATI,Arch Metrics,48,,1,0,,2025-01-02 05:30:00,2025-02-04 05:30:00,"33 days, 0:00:00",In Progress,,Saransh Sharma,Saurabh Malik,2025-01-03 05:00:44,1
3089,001glg570,DME Continuous Glucose Monitoring Survey,CATI,GLG,49,,1,0,,2025-01-02 05:30:00,2025-01-17 05:30:00,"15 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2025-01-03 05:00:02,1
3088,003pot221,BtoB in Europe - low carbon transition offering wa,CATI,potloc,44,,1,0,,2025-01-02 05:30:00,2025-01-21 05:30:00,"19 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2025-01-03 04:46:28,1
3075,003pot218,Retail media project,CATI,potloc,42,,1,0,,2024-12-19 05:30:00,2025-01-10 05:30:00,"22 days, 0:00:00",On Hold,,Saransh Sharma,Jagdeep Yadav,2024-12-19 10:12:16,1
3073,002sym009,SYM2402572 Quote request for Crawlspace Remediatio,CATI,Symmetric Sampling,44,,1,0,,2024-12-13 05:30:00,2025-01-14 05:30:00,"32 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-12-19 10:10:48,1
3072,058que059,#2502512C -  Facility workers/ Contractors,CATI,Quest Mindshare,60,,1,0,,2024-12-17 05:30:00,2025-01-09 05:30:00,"23 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-12-19 10:09:56,1
3064,052pro056,IO-99197 | HBE Market Study,CATI,Prodege,20,,1,0,,2024-12-13 05:30:00,2025-01-30 05:30:00,"48 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-12-19 10:05:00,1
3046,001glg710,State of AI W4 - Nordic Countries,CATI,GLG,49,,1,0,,2024-12-13 05:30:00,2025-01-09 05:30:00,"27 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-19 09:52:09,1
3032,083glo089,Confectionery - Multi countries,IDI,Global Data,139,,1,0,,2024-12-16 05:30:00,2025-01-20 05:30:00,"35 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Vishal Pathak,2024-12-17 13:47:01,1
3028,110u t111,SCADA Survey in Germany,CATI,U Turn Research GmBH,55,,1,0,,2024-12-11 05:30:00,2025-01-17 05:30:00,"37 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Saurabh Malik,2024-12-11 16:22:54,1
3025,001glg702,Dispute Products Feedback (Survey #608087),CATI,GLG,49,,1,0,,2024-12-05 05:30:00,2025-01-15 05:30:00,"41 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-09 09:12:02,1
3024,001glg701,"CDMO/CRO - US, UK, JP, SK, CN",CATI,GLG,58,,1,0,,2024-12-05 05:30:00,2025-01-30 05:30:00,"56 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-09 09:11:09,1
3017,001glg697,Understanding Preferences for Cloud Marketplaces (,CATI,GLG,49,,1,0,,2024-12-04 05:30:00,2025-01-16 05:30:00,"43 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-09 09:04:48,1
3014,001glg695,City Brewing Customers,CATI,GLG,50,,1,0,,2024-12-04 05:30:00,2025-01-30 05:30:00,"57 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-07 04:21:14,1
3004,083glo088,Oral Hygiene Interviews Multi country,IDI,Global Data,156,,1,0,,2024-12-06 05:30:00,2025-01-27 05:30:00,"52 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Vishal Pathak,2024-12-06 18:23:46,1
3003,083glo087,Primary Interviews in KSA and UAE,IDI,Global Data,0,,1,0,,2024-12-02 05:30:00,2025-01-09 05:30:00,"38 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Vishal Pathak,2024-12-06 18:19:52,1
2996,001glg686,International Transfers (Survey #607770),CATI,GLG,50,,1,0,,2024-12-03 05:30:00,2025-01-15 05:30:00,"43 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-06 10:53:15,1
2993,001glg684,GLG Hospital Admins Survey,CATI,GLG,48,,1,0,,2024-12-02 05:30:00,2025-01-15 05:30:00,"44 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-06 05:39:29,1
2988,001glg683,Compressor Equipment Survey,CATI,GLG,49,,1,0,,2024-12-02 05:30:00,2025-01-15 05:30:00,"44 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-06 05:32:28,1
2986,003pot207,Digital Auction project,CATI,potloc,42,,1,0,,2024-12-02 05:30:00,2025-01-07 05:30:00,"36 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-12-06 05:29:32,1
2980,081col088,Dynamic Portfolio Management Study,CATI,Coleman Parkes,96,1300,1,0,,2024-12-02 05:30:00,2025-01-10 05:30:00,"39 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Pankaj Nandolia,2024-12-03 17:04:42,1
2979,075ips084,EdTech Soft Skills Training Study,CATI,Ipsos,90,1000,1,0,,2024-12-02 05:30:00,2025-01-22 05:30:00,"51 days, 0:00:00",Completed,,Gaurav Prashant Saxena,Ankit Narang,2024-12-03 17:02:35,1
2975,007qua064,Qual4369-0827-ChallengerSchoolMulti-CityStudy | Un,CATI,Qualtrics,20,,1,0,,2024-11-29 05:30:00,2025-02-28 05:30:00,"91 days, 0:00:00",Completed,,Saransh Sharma,Reeti Sharma,2024-12-02 09:18:55,1
2971,007qua063,Qual73534399-0118-GenderEquity[MP] | Unimrkt,CATI,Qualtrics,44,,1,0,,2024-11-27 05:30:00,2025-01-20 05:30:00,"54 days, 0:00:00",Completed,,Saransh Sharma,Pankaj Nandolia,2024-12-02 09:13:10,1
2967,001glg672,Healthcare and Brand Awareness,CATI,GLG,50,,1,0,,2024-11-26 05:30:00,2025-01-15 05:30:00,"50 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-02 09:08:53,1
2959,001glg668,Luxury mall managers_Nov' 24,CATI,GLG,50,,1,0,,2024-11-26 05:30:00,2025-01-15 05:30:00,"50 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-12-02 08:59:51,1
2957,007qua060,QUAL11325-0805-VBX | Echo Project # 20230517,CATI,Qualtrics,92,,1,0,,2024-11-25 05:30:00,2025-01-14 05:30:00,"50 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-11-30 01:28:47,1
2940,001glg661,LSEG Customers Survey,CATI,GLG,51,,1,0,,2024-11-20 05:30:00,2025-01-15 05:30:00,"56 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-11-23 03:50:55,1
2936,036inn051,INVBASRA / -Multicountry-Unimrkt CATI (INV144242 ),CATI,Innovate MR,40,,1,0,,2024-11-21 05:30:00,2025-01-17 05:30:00,"57 days, 0:00:00",On Hold,,Saransh Sharma,Saurabh Malik,2024-11-23 03:19:15,1
2933,071wer083,Electrical Distributors,CATI,Werk Insights,45,,1,0,,2024-11-18 05:30:00,2025-01-20 05:30:00,"63 days, 0:00:00",Completed,,Saransh Sharma,Ankit Narang,2024-11-23 03:16:48,1
2927,003pot196,Affluent & HNWI - Global survey,CATI,potloc,28,,1,0,,2024-11-14 05:30:00,2025-01-13 05:30:00,"60 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-11-21 03:02:53,1
2926,027dig033,"Logistics/procurement"" study in Europe?",CATI,Digital Research,40,1050,1,0,,2024-11-14 05:30:00,2025-02-03 05:30:00,"81 days, 0:00:00",Completed,,Saransh Sharma,Ankit Narang,2024-11-21 03:02:11,1
2922,008out010,Black Professionals in Marketing / communications,CATI,Outsized Insights,46,,1,0,,2024-11-15 05:30:00,2025-01-16 05:30:00,"62 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-11-19 18:11:22,1
2916,003pot193,Home care manufacturers and retailers in Brazil,CATI,potloc,44,,1,0,,2024-11-15 05:30:00,2025-01-23 05:30:00,"69 days, 0:00:00",Completed,,Saransh Sharma,Jagdeep Yadav,2024-11-19 18:06:47,1
2901,001glg643,Medical tourism Trends,CATI,GLG,49,,1,0,,2024-11-13 05:30:00,2025-01-15 05:30:00,"63 days, 0:00:00",Completed,,Saransh Sharma,Navneet Tiwari,2024-11-19 17:54:46,1
2873,090har112,L1005105US25 :: Healthcare Digital Evaluation Stud,Online,Harmon Research,5,,1,0,,2024-11-08 05:30:00,2025-01-24 05:30:00,"77 days, 0:00:00",Completed,,Saransh Sharma,Pankaj Nandolia,2024-11-14 14:43:21,1
2871,035har041,JDP 1003308 2025 US Home Insurance - Unimrkt,Online,Harmon,4,,1,0,,2024-11-08 05:30:00,2025-02-07 05:30:00,"91 days, 0:00:00",On Hold,,Saransh Sharma,Pankaj Nandolia,2024-11-14 14:42:30,1
2870,035har040,JDP 1003307 2025 US Auto Claims W1 - Unimrkt,Online,Harmon,12,,1,0,,2024-11-08 05:30:00,2025-01-30 05:30:00,"83 days, 0:00:00",Completed,,Saransh Sharma,Pankaj Nandolia,2024-11-14 14:41:59,1
2868,035har037,JDP 1002802 25 US Credit Card Satisfaction W2 - Un,Online,Harmon,2,,1,0,,2024-11-08 05:30:00,2025-01-22 05:30:00,"75 days, 0:00:00",Completed,,Saransh Sharma,Pankaj Nandolia,2024-11-14 14:41:00,1
2856,035har038,JDP 1003311 2025 US PCS W3 - Unimrkt,Online,Harmon,12,,1,0,,2024-11-04 05:30:00,2025-01-15 05:30:00,"72 days, 0:00:00",Completed,,Saransh Sharma,Pankaj Nandolia,2024-11-07 08:53:41,1
2787,036inn044,INVFBOFR - Multi Country - Unimrkt CATI,CATI,Innovate MR,45,,1,0,,2024-11-18 05:30:00,2025-01-17 05:30:00,"60 days, 0:00:00",Completed,,Saransh Sharma,Saurabh Malik,2024-10-26 01:30:57,1
